from,to,count
TATTAGUINE,MBANE,0
TATTAGUINE,SALDE,0
TATTAGUINE,NDIAYE MBERESS,0
TATTAGUINE,GAMADJI SARRE,1
TATTAGUINE,CAS CAS,0
TATTAGUINE,RAO,0
TATTAGUINE,THILE BOUBACAR,0
TATTAGUINE,FAFACOUROU,0
TATTAGUINE,MAMPATIM,0
TATTAGUINE,NDORNA,0
TATTAGUINE,BONCONTO,0
TATTAGUINE,NIAMING,0
TATTAGUINE,DIOULACOLON,0
TATTAGUINE,SARE COLY SALE,0
TATTAGUINE,PAKOUR,0
TATTAGUINE,SARE BIDJI,0
TATTAGUINE,DJIBANAR,0
TATTAGUINE,DJIREDJI,0
TATTAGUINE,DIAROUME,0
TATTAGUINE,BONA,0
TATTAGUINE,KARANTABA,0
TATTAGUINE,DIENDE,0
TATTAGUINE,BOGHAL,0
TATTAGUINE,SIMBANDI BRASSOU,0
TATTAGUINE,DJIBABOUYA,0
TATTAGUINE,CABROUSSE,1
TATTAGUINE,LOUDIA OUOLOF,0
TATTAGUINE,SINDIAN,0
TATTAGUINE,TENGHORY,0
TATTAGUINE,KATABA I,0
TATTAGUINE,TENDOUCK,1
TATTAGUINE,NYASSIA,0
TATTAGUINE,NIAGUIS,2
TATTAGUINE,BANDAFASSI,0
TATTAGUINE,BEMBOU,0
TATTAGUINE,DAKATELY,0
TATTAGUINE,DAR SALAM,0
TATTAGUINE,FONGOLIMBI,0
TATTAGUINE,SABODALA,0
TATTAGUINE,KOUSSANAR,0
TATTAGUINE,MISSIRAH,0
TATTAGUINE,MAKACOULIBANTANG,0
TATTAGUINE,KOUTHIABA OUOLOF,0
TATTAGUINE,BAMBA NDIAYENE,0
TATTAGUINE,KOULOR,0
TATTAGUINE,DIANKE MAKHA,0
TATTAGUINE,BALA,1
TATTAGUINE,BOYNGUEL BAMBA,0
TATTAGUINE,MOUDERY,0
TATTAGUINE,KENIEBA,0
TATTAGUINE,BELE,0
TATTAGUINE,OGO,0
TATTAGUINE,AGNAM CIVOL,0
TATTAGUINE,VELINGARA,0
TATTAGUINE,ORKADIERE,0
TATTAGUINE,OURO SIDY,0
OUADIOUR,PARCELLES ASSAINIES,1
OUADIOUR,ALMADIES,0
OUADIOUR,GRAND DAKAR,2
OUADIOUR,DAKAR PLATEAU,1
OUADIOUR,GUEDIAWAYE,1
OUADIOUR,PIKINE DAGOUDANE,1
OUADIOUR,THIAROYE,0
OUADIOUR,NIAYES,0
OUADIOUR,RUFISQUE,0
OUADIOUR,BAMBILOR,0
OUADIOUR,KEUR MOUSSA,0
OUADIOUR,SINDIA,0
OUADIOUR,NOTTO,0
OUADIOUR,THIENABA,0
OUADIOUR,PAMBAL,0
OUADIOUR,MEOUANE,0
OUADIOUR,MERINA DAKHAR,0
OUADIOUR,NIAKHENE,0
OUADIOUR,THIES SUD,0
OUADIOUR,THIES NORD,0
OUADIOUR,FISSEL,0
OUADIOUR,SESSENE,0
OUADIOUR,TAIF,0
OUADIOUR,KAEL,0
OUADIOUR,NDAME,9
OUADIOUR,NDOULO,6
OUADIOUR,NDINDY,0
OUADIOUR,NGOYE,1
OUADIOUR,LAMBAYE,0
OUADIOUR,BABA GARAGE,0
OUADIOUR,COLOBANE,0
OUADIOUR,NIAKHAR,0
OUADIOUR,TATTAGUINE,2
OUADIOUR,NDIOB,0
OUADIOUR,FIMELA,0
OUADIOUR,NIODIOR,0
OUADIOUR,TOUBACOUTA,0
OUADIOUR,DJILOR,0
OUADIOUR,SAKAL,0
OUADIOUR,MEUR MOMAR SARR,0
OUADIOUR,MBEDIENE,0
OUADIOUR,COKI,0
OUADIOUR,SAGATTA GUETH I,0
OUADIOUR,SAGATTA GUETH II,0
OUADIOUR,DAROU MOUSTY,0
OUADIOUR,SAGATTA DJOLOF,1
OUADIOUR,YANG YANG,0
OUADIOUR,DODJI,0
OUADIOUR,BARKEDJI,0
OUADIOUR,MBADAKHOUNE,0
OUADIOUR,NGUELOU,0
OUADIOUR,NGOTHIE,1
OUADIOUR,KOUMBAL,3
OUADIOUR,NDIEDIENG,0
OUADIOUR,PAOS KOTO,1
OUADIOUR,WACK NGOUNA,0
OUADIOUR,MEDINA SABAKH,0
OUADIOUR,GNIBY,0
OUADIOUR,DAROU MINAME II,1
OUADIOUR,KATAKELKEUR MBOUCKI,0
OUADIOUR,KEUR MBOUCKI,0
OUADIOUR,SAGNA,0
OUADIOUR,IDA MOURIDE,0
OUADIOUR,MISSIRAH WADENE,0
OUADIOUR,LOUR ESCALE,0
OUADIOUR,MABO,0
OUADIOUR,MBANE,0
OUADIOUR,SALDE,0
OUADIOUR,NDIAYE MBERESS,0
OUADIOUR,GAMADJI SARRE,0
OUADIOUR,CAS CAS,0
OUADIOUR,RAO,0
OUADIOUR,THILE BOUBACAR,0
OUADIOUR,FAFACOUROU,0
OUADIOUR,MAMPATIM,0
OUADIOUR,NDORNA,0
OUADIOUR,BONCONTO,0
OUADIOUR,NIAMING,0
OUADIOUR,DIOULACOLON,0
OUADIOUR,SARE COLY SALE,0
OUADIOUR,PAKOUR,0
OUADIOUR,SARE BIDJI,0
OUADIOUR,DJIBANAR,0
OUADIOUR,DJIREDJI,0
OUADIOUR,DIAROUME,0
OUADIOUR,BONA,0
OUADIOUR,KARANTABA,0
OUADIOUR,DIENDE,0
OUADIOUR,BOGHAL,0
OUADIOUR,SIMBANDI BRASSOU,0
OUADIOUR,DJIBABOUYA,0
OUADIOUR,CABROUSSE,0
OUADIOUR,LOUDIA OUOLOF,0
OUADIOUR,SINDIAN,0
OUADIOUR,TENGHORY,0
OUADIOUR,KATABA I,0
OUADIOUR,TENDOUCK,0
OUADIOUR,NYASSIA,0
OUADIOUR,NIAGUIS,0
OUADIOUR,BANDAFASSI,0
OUADIOUR,BEMBOU,0
OUADIOUR,DAKATELY,0
OUADIOUR,DAR SALAM,0
OUADIOUR,FONGOLIMBI,0
OUADIOUR,SABODALA,0
OUADIOUR,KOUSSANAR,0
OUADIOUR,MISSIRAH,0
OUADIOUR,MAKACOULIBANTANG,0
OUADIOUR,KOUTHIABA OUOLOF,0
OUADIOUR,BAMBA NDIAYENE,0
OUADIOUR,KOULOR,0
OUADIOUR,DIANKE MAKHA,0
OUADIOUR,BALA,0
OUADIOUR,BOYNGUEL BAMBA,0
OUADIOUR,MOUDERY,0
OUADIOUR,KENIEBA,0
OUADIOUR,BELE,0
OUADIOUR,OGO,0
OUADIOUR,AGNAM CIVOL,0
OUADIOUR,VELINGARA,0
OUADIOUR,ORKADIERE,0
OUADIOUR,OURO SIDY,0
NDIOB,PARCELLES ASSAINIES,6
NDIOB,ALMADIES,2
NDIOB,GRAND DAKAR,4
NDIOB,DAKAR PLATEAU,1
NDIOB,GUEDIAWAYE,2
NDIOB,PIKINE DAGOUDANE,1
NDIOB,THIAROYE,1
NDIOB,NIAYES,2
NDIOB,RUFISQUE,0
NDIOB,BAMBILOR,1
NDIOB,KEUR MOUSSA,0
NDIOB,SINDIA,3
NDIOB,NOTTO,0
NDIOB,THIENABA,0
NDIOB,PAMBAL,0
NDIOB,MEOUANE,0
NDIOB,MERINA DAKHAR,0
NDIOB,NIAKHENE,0
NDIOB,THIES SUD,0
NDIOB,THIES NORD,0
NDIOB,FISSEL,0
NDIOB,SESSENE,1
NDIOB,TAIF,0
NDIOB,KAEL,0
NDIOB,NDAME,5
NDIOB,NDOULO,4
NDIOB,NDINDY,0
NDIOB,NGOYE,5
NDIOB,LAMBAYE,0
NDIOB,BABA GARAGE,0
NDIOB,COLOBANE,0
NDIOB,NIAKHAR,2
NDIOB,TATTAGUINE,5
NDIOB,OUADIOUR,2
NDIOB,FIMELA,2
NDIOB,NIODIOR,1
NDIOB,TOUBACOUTA,0
NDIOB,DJILOR,0
NDIOB,SAKAL,0
NDIOB,MEUR MOMAR SARR,0
NDIOB,MBEDIENE,0
NDIOB,COKI,0
NDIOB,SAGATTA GUETH I,0
NDIOB,SAGATTA GUETH II,0
NDIOB,DAROU MOUSTY,0
NDIOB,SAGATTA DJOLOF,0
NDIOB,YANG YANG,0
NDIOB,DODJI,0
NDIOB,BARKEDJI,0
NDIOB,MBADAKHOUNE,0
NDIOB,NGUELOU,1
NDIOB,NGOTHIE,2
NDIOB,KOUMBAL,2
NDIOB,NDIEDIENG,0
NDIOB,PAOS KOTO,0
NDIOB,WACK NGOUNA,0
NDIOB,MEDINA SABAKH,0
NDIOB,GNIBY,2
NDIOB,DAROU MINAME II,0
NDIOB,KATAKELKEUR MBOUCKI,0
NDIOB,KEUR MBOUCKI,0
NDIOB,SAGNA,0
NDIOB,IDA MOURIDE,0
NDIOB,MISSIRAH WADENE,0
NDIOB,LOUR ESCALE,0
NDIOB,MABO,0
NDIOB,MBANE,0
NDIOB,SALDE,0
NDIOB,NDIAYE MBERESS,1
NDIOB,GAMADJI SARRE,0
NDIOB,CAS CAS,0
NDIOB,RAO,0
NDIOB,THILE BOUBACAR,0
NDIOB,FAFACOUROU,0
NDIOB,MAMPATIM,0
NDIOB,NDORNA,0
NDIOB,BONCONTO,0
NDIOB,NIAMING,0
NDIOB,DIOULACOLON,0
NDIOB,SARE COLY SALE,0
NDIOB,PAKOUR,0
NDIOB,SARE BIDJI,0
NDIOB,DJIBANAR,0
NDIOB,DJIREDJI,0
NDIOB,DIAROUME,0
NDIOB,BONA,0
NDIOB,KARANTABA,0
NDIOB,DIENDE,0
NDIOB,BOGHAL,0
NDIOB,SIMBANDI BRASSOU,0
NDIOB,DJIBABOUYA,0
NDIOB,CABROUSSE,0
NDIOB,LOUDIA OUOLOF,0
NDIOB,SINDIAN,0
NDIOB,TENGHORY,0
NDIOB,KATABA I,0
NDIOB,TENDOUCK,0
NDIOB,NYASSIA,0
NDIOB,NIAGUIS,0
NDIOB,BANDAFASSI,0
NDIOB,BEMBOU,0
NDIOB,DAKATELY,0
NDIOB,DAR SALAM,0
NDIOB,FONGOLIMBI,0
NDIOB,SABODALA,0
NDIOB,KOUSSANAR,0
NDIOB,MISSIRAH,0
NDIOB,MAKACOULIBANTANG,0
NDIOB,KOUTHIABA OUOLOF,0
NDIOB,BAMBA NDIAYENE,0
NDIOB,KOULOR,0
NDIOB,DIANKE MAKHA,0
NDIOB,BALA,0
NDIOB,BOYNGUEL BAMBA,0
NDIOB,MOUDERY,0
NDIOB,KENIEBA,0
NDIOB,BELE,0
NDIOB,OGO,0
NDIOB,AGNAM CIVOL,0
NDIOB,VELINGARA,0
NDIOB,ORKADIERE,1
NDIOB,OURO SIDY,0
FIMELA,PARCELLES ASSAINIES,4
FIMELA,ALMADIES,2
FIMELA,GRAND DAKAR,3
FIMELA,DAKAR PLATEAU,3
FIMELA,GUEDIAWAYE,5
FIMELA,PIKINE DAGOUDANE,1
FIMELA,THIAROYE,1
FIMELA,NIAYES,4
FIMELA,RUFISQUE,1
FIMELA,BAMBILOR,1
FIMELA,KEUR MOUSSA,0
FIMELA,SINDIA,3
FIMELA,NOTTO,0
FIMELA,THIENABA,0
FIMELA,PAMBAL,0
FIMELA,MEOUANE,1
FIMELA,MERINA DAKHAR,0
FIMELA,NIAKHENE,0
FIMELA,THIES SUD,1
FIMELA,THIES NORD,1
FIMELA,FISSEL,1
FIMELA,SESSENE,7
FIMELA,TAIF,0
FIMELA,KAEL,0
FIMELA,NDAME,0
FIMELA,NDOULO,0
FIMELA,NDINDY,0
FIMELA,NGOYE,0
FIMELA,LAMBAYE,0
FIMELA,BABA GARAGE,0
FIMELA,COLOBANE,0
FIMELA,NIAKHAR,1
FIMELA,TATTAGUINE,13
FIMELA,OUADIOUR,0
FIMELA,NDIOB,1
FIMELA,NIODIOR,3
FIMELA,TOUBACOUTA,0
FIMELA,DJILOR,0
FIMELA,SAKAL,0
FIMELA,MEUR MOMAR SARR,0
FIMELA,MBEDIENE,0
FIMELA,COKI,0
FIMELA,SAGATTA GUETH I,0
FIMELA,SAGATTA GUETH II,0
FIMELA,DAROU MOUSTY,0
FIMELA,SAGATTA DJOLOF,0
FIMELA,YANG YANG,0
FIMELA,DODJI,0
FIMELA,BARKEDJI,0
FIMELA,MBADAKHOUNE,0
FIMELA,NGUELOU,1
FIMELA,NGOTHIE,0
FIMELA,KOUMBAL,1
FIMELA,NDIEDIENG,0
FIMELA,PAOS KOTO,0
FIMELA,WACK NGOUNA,0
FIMELA,MEDINA SABAKH,0
FIMELA,GNIBY,0
FIMELA,DAROU MINAME II,0
FIMELA,KATAKELKEUR MBOUCKI,0
FIMELA,KEUR MBOUCKI,0
FIMELA,SAGNA,0
FIMELA,IDA MOURIDE,0
FIMELA,MISSIRAH WADENE,0
FIMELA,LOUR ESCALE,0
FIMELA,MABO,0
FIMELA,MBANE,0
FIMELA,SALDE,0
FIMELA,NDIAYE MBERESS,0
FIMELA,GAMADJI SARRE,0
FIMELA,CAS CAS,0
FIMELA,RAO,0
FIMELA,THILE BOUBACAR,0
FIMELA,FAFACOUROU,0
FIMELA,MAMPATIM,0
FIMELA,NDORNA,0
FIMELA,BONCONTO,0
FIMELA,NIAMING,0
FIMELA,DIOULACOLON,0
FIMELA,SARE COLY SALE,0
FIMELA,PAKOUR,0
FIMELA,SARE BIDJI,0
FIMELA,DJIBANAR,0
FIMELA,DJIREDJI,0
FIMELA,DIAROUME,0
FIMELA,BONA,0
FIMELA,KARANTABA,0
FIMELA,DIENDE,0
FIMELA,BOGHAL,0
FIMELA,SIMBANDI BRASSOU,0
FIMELA,DJIBABOUYA,0
FIMELA,CABROUSSE,0
FIMELA,LOUDIA OUOLOF,0
FIMELA,SINDIAN,0
FIMELA,TENGHORY,0
FIMELA,KATABA I,0
FIMELA,TENDOUCK,1
FIMELA,NYASSIA,0
FIMELA,NIAGUIS,0
FIMELA,BANDAFASSI,0
FIMELA,BEMBOU,0
FIMELA,DAKATELY,0
FIMELA,DAR SALAM,0
FIMELA,FONGOLIMBI,0
FIMELA,SABODALA,0
FIMELA,KOUSSANAR,1
FIMELA,MISSIRAH,0
FIMELA,MAKACOULIBANTANG,0
FIMELA,KOUTHIABA OUOLOF,0
FIMELA,BAMBA NDIAYENE,0
FIMELA,KOULOR,0
FIMELA,DIANKE MAKHA,0
FIMELA,BALA,0
FIMELA,BOYNGUEL BAMBA,0
FIMELA,MOUDERY,0
FIMELA,KENIEBA,0
FIMELA,BELE,0
FIMELA,OGO,0
FIMELA,AGNAM CIVOL,0
FIMELA,VELINGARA,0
FIMELA,ORKADIERE,0
FIMELA,OURO SIDY,0
NIODIOR,PARCELLES ASSAINIES,2
NIODIOR,ALMADIES,0
NIODIOR,GRAND DAKAR,1
NIODIOR,DAKAR PLATEAU,2
NIODIOR,GUEDIAWAYE,0
NIODIOR,PIKINE DAGOUDANE,8
NIODIOR,THIAROYE,5
NIODIOR,NIAYES,2
NIODIOR,RUFISQUE,2
NIODIOR,BAMBILOR,0
NIODIOR,KEUR MOUSSA,0
NIODIOR,SINDIA,2
NIODIOR,NOTTO,0
NIODIOR,THIENABA,0
NIODIOR,PAMBAL,0
NIODIOR,MEOUANE,0
NIODIOR,MERINA DAKHAR,0
NIODIOR,NIAKHENE,0
NIODIOR,THIES SUD,0
NIODIOR,THIES NORD,0
NIODIOR,FISSEL,0
NIODIOR,SESSENE,3
NIODIOR,TAIF,0
NIODIOR,KAEL,0
NIODIOR,NDAME,0
NIODIOR,NDOULO,0
NIODIOR,NDINDY,0
NIODIOR,NGOYE,0
NIODIOR,LAMBAYE,0
NIODIOR,BABA GARAGE,0
NIODIOR,COLOBANE,0
NIODIOR,NIAKHAR,0
NIODIOR,TATTAGUINE,2
NIODIOR,OUADIOUR,0
NIODIOR,NDIOB,0
NIODIOR,FIMELA,4
NIODIOR,TOUBACOUTA,3
NIODIOR,DJILOR,1
NIODIOR,SAKAL,0
NIODIOR,MEUR MOMAR SARR,0
NIODIOR,MBEDIENE,0
NIODIOR,COKI,0
NIODIOR,SAGATTA GUETH I,0
NIODIOR,SAGATTA GUETH II,0
NIODIOR,DAROU MOUSTY,0
NIODIOR,SAGATTA DJOLOF,0
NIODIOR,YANG YANG,0
NIODIOR,DODJI,0
NIODIOR,BARKEDJI,0
NIODIOR,MBADAKHOUNE,1
NIODIOR,NGUELOU,0
NIODIOR,NGOTHIE,1
NIODIOR,KOUMBAL,3
NIODIOR,NDIEDIENG,0
NIODIOR,PAOS KOTO,0
NIODIOR,WACK NGOUNA,0
NIODIOR,MEDINA SABAKH,0
NIODIOR,GNIBY,0
NIODIOR,DAROU MINAME II,0
NIODIOR,KATAKELKEUR MBOUCKI,0
NIODIOR,KEUR MBOUCKI,0
NIODIOR,SAGNA,0
NIODIOR,IDA MOURIDE,0
NIODIOR,MISSIRAH WADENE,0
NIODIOR,LOUR ESCALE,0
NIODIOR,MABO,0
NIODIOR,MBANE,0
NIODIOR,SALDE,0
NIODIOR,NDIAYE MBERESS,0
NIODIOR,GAMADJI SARRE,0
NIODIOR,CAS CAS,0
NIODIOR,RAO,0
NIODIOR,THILE BOUBACAR,0
NIODIOR,FAFACOUROU,0
NIODIOR,MAMPATIM,0
NIODIOR,NDORNA,0
NIODIOR,BONCONTO,0
NIODIOR,NIAMING,0
NIODIOR,DIOULACOLON,0
NIODIOR,SARE COLY SALE,0
NIODIOR,PAKOUR,0
NIODIOR,SARE BIDJI,0
NIODIOR,DJIBANAR,0
NIODIOR,DJIREDJI,0
NIODIOR,DIAROUME,0
NIODIOR,BONA,0
NIODIOR,KARANTABA,0
NIODIOR,DIENDE,0
NIODIOR,BOGHAL,0
NIODIOR,SIMBANDI BRASSOU,0
NIODIOR,DJIBABOUYA,0
NIODIOR,CABROUSSE,0
NIODIOR,LOUDIA OUOLOF,0
NIODIOR,SINDIAN,0
NIODIOR,TENGHORY,0
NIODIOR,KATABA I,3
NIODIOR,TENDOUCK,0
NIODIOR,NYASSIA,0
NIODIOR,NIAGUIS,1
NIODIOR,BANDAFASSI,0
NIODIOR,BEMBOU,0
NIODIOR,DAKATELY,0
NIODIOR,DAR SALAM,0
NIODIOR,FONGOLIMBI,0
NIODIOR,SABODALA,0
NIODIOR,KOUSSANAR,0
NIODIOR,MISSIRAH,0
NIODIOR,MAKACOULIBANTANG,0
NIODIOR,KOUTHIABA OUOLOF,0
NIODIOR,BAMBA NDIAYENE,0
NIODIOR,KOULOR,0
NIODIOR,DIANKE MAKHA,0
NIODIOR,BALA,0
NIODIOR,BOYNGUEL BAMBA,0
NIODIOR,MOUDERY,0
NIODIOR,KENIEBA,0
NIODIOR,BELE,0
NIODIOR,OGO,0
NIODIOR,AGNAM CIVOL,0
NIODIOR,VELINGARA,0
NIODIOR,ORKADIERE,0
NIODIOR,OURO SIDY,0
TOUBACOUTA,PARCELLES ASSAINIES,8
TOUBACOUTA,ALMADIES,4
TOUBACOUTA,GRAND DAKAR,11
TOUBACOUTA,DAKAR PLATEAU,4
TOUBACOUTA,GUEDIAWAYE,5
TOUBACOUTA,PIKINE DAGOUDANE,6
TOUBACOUTA,THIAROYE,2
TOUBACOUTA,NIAYES,3
TOUBACOUTA,RUFISQUE,1
TOUBACOUTA,BAMBILOR,0
TOUBACOUTA,KEUR MOUSSA,1
TOUBACOUTA,SINDIA,5
TOUBACOUTA,NOTTO,0
TOUBACOUTA,THIENABA,0
TOUBACOUTA,PAMBAL,1
TOUBACOUTA,MEOUANE,1
TOUBACOUTA,MERINA DAKHAR,0
TOUBACOUTA,NIAKHENE,0
TOUBACOUTA,THIES SUD,2
TOUBACOUTA,THIES NORD,1
TOUBACOUTA,FISSEL,0
TOUBACOUTA,SESSENE,2
TOUBACOUTA,TAIF,0
TOUBACOUTA,KAEL,0
TOUBACOUTA,NDAME,1
TOUBACOUTA,NDOULO,0
TOUBACOUTA,NDINDY,0
TOUBACOUTA,NGOYE,0
TOUBACOUTA,LAMBAYE,0
TOUBACOUTA,BABA GARAGE,0
TOUBACOUTA,COLOBANE,0
TOUBACOUTA,NIAKHAR,0
TOUBACOUTA,TATTAGUINE,4
TOUBACOUTA,OUADIOUR,0
TOUBACOUTA,NDIOB,0
TOUBACOUTA,FIMELA,0
TOUBACOUTA,NIODIOR,2
TOUBACOUTA,DJILOR,14
TOUBACOUTA,SAKAL,0
TOUBACOUTA,MEUR MOMAR SARR,0
TOUBACOUTA,MBEDIENE,0
TOUBACOUTA,COKI,0
TOUBACOUTA,SAGATTA GUETH I,0
TOUBACOUTA,SAGATTA GUETH II,0
TOUBACOUTA,DAROU MOUSTY,0
TOUBACOUTA,SAGATTA DJOLOF,0
TOUBACOUTA,YANG YANG,0
TOUBACOUTA,DODJI,0
TOUBACOUTA,BARKEDJI,0
TOUBACOUTA,MBADAKHOUNE,0
TOUBACOUTA,NGUELOU,0
TOUBACOUTA,NGOTHIE,1
TOUBACOUTA,KOUMBAL,6
TOUBACOUTA,NDIEDIENG,0
TOUBACOUTA,PAOS KOTO,1
TOUBACOUTA,WACK NGOUNA,3
TOUBACOUTA,MEDINA SABAKH,0
TOUBACOUTA,GNIBY,0
TOUBACOUTA,DAROU MINAME II,0
TOUBACOUTA,KATAKELKEUR MBOUCKI,0
TOUBACOUTA,KEUR MBOUCKI,0
TOUBACOUTA,SAGNA,0
TOUBACOUTA,IDA MOURIDE,0
TOUBACOUTA,MISSIRAH WADENE,0
TOUBACOUTA,LOUR ESCALE,0
TOUBACOUTA,MABO,0
TOUBACOUTA,MBANE,0
TOUBACOUTA,SALDE,0
TOUBACOUTA,NDIAYE MBERESS,0
TOUBACOUTA,GAMADJI SARRE,0
TOUBACOUTA,CAS CAS,0
TOUBACOUTA,RAO,0
TOUBACOUTA,THILE BOUBACAR,0
TOUBACOUTA,FAFACOUROU,0
TOUBACOUTA,MAMPATIM,0
TOUBACOUTA,NDORNA,0
TOUBACOUTA,BONCONTO,0
TOUBACOUTA,NIAMING,0
TOUBACOUTA,DIOULACOLON,0
TOUBACOUTA,SARE COLY SALE,0
TOUBACOUTA,PAKOUR,0
TOUBACOUTA,SARE BIDJI,0
TOUBACOUTA,DJIBANAR,0
TOUBACOUTA,DJIREDJI,0
TOUBACOUTA,DIAROUME,0
TOUBACOUTA,BONA,0
TOUBACOUTA,KARANTABA,0
TOUBACOUTA,DIENDE,0
TOUBACOUTA,BOGHAL,0
TOUBACOUTA,SIMBANDI BRASSOU,0
TOUBACOUTA,DJIBABOUYA,0
TOUBACOUTA,CABROUSSE,0
TOUBACOUTA,LOUDIA OUOLOF,1
TOUBACOUTA,SINDIAN,0
TOUBACOUTA,TENGHORY,0
TOUBACOUTA,KATABA I,2
TOUBACOUTA,TENDOUCK,0
TOUBACOUTA,NYASSIA,0
TOUBACOUTA,NIAGUIS,0
TOUBACOUTA,BANDAFASSI,0
TOUBACOUTA,BEMBOU,0
TOUBACOUTA,DAKATELY,0
TOUBACOUTA,DAR SALAM,0
TOUBACOUTA,FONGOLIMBI,0
TOUBACOUTA,SABODALA,0
TOUBACOUTA,KOUSSANAR,0
TOUBACOUTA,MISSIRAH,1
TOUBACOUTA,MAKACOULIBANTANG,0
TOUBACOUTA,KOUTHIABA OUOLOF,0
TOUBACOUTA,BAMBA NDIAYENE,1
TOUBACOUTA,KOULOR,0
TOUBACOUTA,DIANKE MAKHA,0
TOUBACOUTA,BALA,0
TOUBACOUTA,BOYNGUEL BAMBA,0
TOUBACOUTA,MOUDERY,0
TOUBACOUTA,KENIEBA,0
TOUBACOUTA,BELE,0
TOUBACOUTA,OGO,0
TOUBACOUTA,AGNAM CIVOL,0
TOUBACOUTA,VELINGARA,0
TOUBACOUTA,ORKADIERE,0
TOUBACOUTA,OURO SIDY,1
DJILOR,PARCELLES ASSAINIES,6
DJILOR,ALMADIES,1
DJILOR,GRAND DAKAR,2
DJILOR,DAKAR PLATEAU,7
DJILOR,GUEDIAWAYE,2
DJILOR,PIKINE DAGOUDANE,1
DJILOR,THIAROYE,3
DJILOR,NIAYES,6
DJILOR,RUFISQUE,0
DJILOR,BAMBILOR,1
DJILOR,KEUR MOUSSA,0
DJILOR,SINDIA,5
DJILOR,NOTTO,0
DJILOR,THIENABA,0
DJILOR,PAMBAL,0
DJILOR,MEOUANE,0
DJILOR,MERINA DAKHAR,0
DJILOR,NIAKHENE,0
DJILOR,THIES SUD,1
DJILOR,THIES NORD,1
DJILOR,FISSEL,0
DJILOR,SESSENE,1
DJILOR,TAIF,0
DJILOR,KAEL,0
DJILOR,NDAME,2
DJILOR,NDOULO,1
DJILOR,NDINDY,0
DJILOR,NGOYE,0
DJILOR,LAMBAYE,0
DJILOR,BABA GARAGE,0
DJILOR,COLOBANE,0
DJILOR,NIAKHAR,0
DJILOR,TATTAGUINE,2
DJILOR,OUADIOUR,0
DJILOR,NDIOB,0
DJILOR,FIMELA,1
DJILOR,NIODIOR,2
DJILOR,TOUBACOUTA,6
DJILOR,SAKAL,0
DJILOR,MEUR MOMAR SARR,0
DJILOR,MBEDIENE,0
DJILOR,COKI,0
DJILOR,SAGATTA GUETH I,0
DJILOR,SAGATTA GUETH II,0
DJILOR,DAROU MOUSTY,0
DJILOR,SAGATTA DJOLOF,0
DJILOR,YANG YANG,0
DJILOR,DODJI,0
DJILOR,BARKEDJI,0
DJILOR,MBADAKHOUNE,0
DJILOR,NGUELOU,0
DJILOR,NGOTHIE,1
DJILOR,KOUMBAL,9
DJILOR,NDIEDIENG,3
DJILOR,PAOS KOTO,0
DJILOR,WACK NGOUNA,2
DJILOR,MEDINA SABAKH,0
DJILOR,GNIBY,0
DJILOR,DAROU MINAME II,0
DJILOR,KATAKELKEUR MBOUCKI,0
DJILOR,KEUR MBOUCKI,0
DJILOR,SAGNA,0
DJILOR,IDA MOURIDE,1
DJILOR,MISSIRAH WADENE,0
DJILOR,LOUR ESCALE,0
DJILOR,MABO,0
DJILOR,MBANE,0
DJILOR,SALDE,0
DJILOR,NDIAYE MBERESS,1
DJILOR,GAMADJI SARRE,2
DJILOR,CAS CAS,0
DJILOR,RAO,1
DJILOR,THILE BOUBACAR,0
DJILOR,FAFACOUROU,0
DJILOR,MAMPATIM,0
DJILOR,NDORNA,0
DJILOR,BONCONTO,0
DJILOR,NIAMING,0
DJILOR,DIOULACOLON,0
DJILOR,SARE COLY SALE,0
DJILOR,PAKOUR,0
DJILOR,SARE BIDJI,0
DJILOR,DJIBANAR,2
DJILOR,DJIREDJI,0
DJILOR,DIAROUME,0
DJILOR,BONA,0
DJILOR,KARANTABA,0
DJILOR,DIENDE,0
DJILOR,BOGHAL,0
DJILOR,SIMBANDI BRASSOU,0
DJILOR,DJIBABOUYA,0
DJILOR,CABROUSSE,0
DJILOR,LOUDIA OUOLOF,0
DJILOR,SINDIAN,0
DJILOR,TENGHORY,0
DJILOR,KATABA I,0
DJILOR,TENDOUCK,0
DJILOR,NYASSIA,0
DJILOR,NIAGUIS,0
DJILOR,BANDAFASSI,0
DJILOR,BEMBOU,0
DJILOR,DAKATELY,0
DJILOR,DAR SALAM,0
DJILOR,FONGOLIMBI,0
DJILOR,SABODALA,0
DJILOR,KOUSSANAR,0
DJILOR,MISSIRAH,1
DJILOR,MAKACOULIBANTANG,0
DJILOR,KOUTHIABA OUOLOF,0
DJILOR,BAMBA NDIAYENE,0
DJILOR,KOULOR,0
DJILOR,DIANKE MAKHA,0
DJILOR,BALA,0
DJILOR,BOYNGUEL BAMBA,0
DJILOR,MOUDERY,0
DJILOR,KENIEBA,0
DJILOR,BELE,0
DJILOR,OGO,0
DJILOR,AGNAM CIVOL,0
DJILOR,VELINGARA,0
DJILOR,ORKADIERE,0
DJILOR,OURO SIDY,1
SAKAL,PARCELLES ASSAINIES,5
SAKAL,ALMADIES,2
SAKAL,GRAND DAKAR,5
SAKAL,DAKAR PLATEAU,2
SAKAL,GUEDIAWAYE,0
SAKAL,PIKINE DAGOUDANE,2
SAKAL,THIAROYE,0
SAKAL,NIAYES,5
